Fecha,Nombre Productos,Cantidad,Precios
14/03/2022,Azúcar Superior Real LEDESMA 1 Kg.,3,"$265,00"
14/03/2022,Levadura Seca CALSA Mi Pan 10 Gr,8,"$495,00"
14/03/2022,Arroz Largo Fino LUCCHETTI Paquete 500 Gr,2,"$249,84"
14/03/2022,Arroz Largo Fino GALLO Integral Con Fibra Paquete 500 Gr,1,"$386,14"
14/03/2022,Arroz Largo Fino GALLO Versátil Paquete 1 Kg,2,"$192,40"
14/03/2022,Jamon Cocido Feteado Bocatti Bli 130 Grm,6,"$5.346,15"
14/03/2022,Caldo KNORR En Cubos De Verduras 12 Unidades,2,"$2.159,38"
14/03/2022,Té Lady Grey Twinings Cja 20 Grm,2,"$3.719,45"
14/03/2022,Choclo Amarillo Enteros ARCOR Lata 300 Gr,6,"$575,12"
14/03/2022,Choc.P/Taza Familiar Aguila Tab 225 Grm,3,"$2.935,51"
14/03/2022,Crema De Avellanas C/Cacao Nutella Pot 140 Grm,1,"$3.142,78"
14/03/2022,Harina Leudante Ultra Refinada 0% Sodio PUREZA 1 Kg,3,"$225,12"
14/03/2022,Detergente Cif Limón Verde 750 Ml,4,"$466,65"
14/03/2022,Paño P/Piso 3 Paños 50 X 5 Skay Paq 3 Uni,2,"$222,00"
14/03/2022,Paño Paño Multiuso Glow X 1 Uni,2,"$304,89"
14/03/2022,Esponja MORTIMER Cuadriculada Abrasiva 1 Un,4,"$128,99"
14/03/2022,Yogur Bebible Parcialmente Descremado Vainilla YOGURISIMO 1kg,2,"$522,20"
14/03/2022,Yogur Estilo Griego Entero Frutillas A La Crema YOGURISIMO ​125gr,5,"$2.167,50"
14/03/2022,"Bolsas Herméticas ZIPLOC 26,8 X 27,3 Cm 15 U. Para Organizar",2,"$74,40"
14/03/2022,"Bolsas Herméticas ZIPLOC 20 X 14,9 X 4,7 Cm 11 U. Para Organizar",1,"$101,46"
14/03/2022,Bolsas De Residuos ASURIN 80 X 110 Cm 10 U. Fuertes,2,"$138,17"
14/03/2022,Jabón De Tocador DOVE Original Multipack 6x90 G,2,"$1.837,01"
14/03/2022,Leche Multidefensas 1% LA SERENISIMA Sachet 1l,8,"$267,25"
14/03/2022,Pan Rapiditas BIMBO Paq 275 Grm,3,"$1.254,50"
14/03/2022,Pan Rapiditas Ligh Bimbo Paq 275 Grm,2,"$1.254,50"
14/03/2022,Agua Mineral Natural De Manantial Villavicencio 2 L,18,"$97,55"
03/03/2022,Queso Cremon Light LA SERENISIMA X Kg,1.0,"$2.019,00"
03/03/2022,Jamon Cocido Feteado Bocatti Bli 130 Grm,5,"$5.346,15"
03/03/2022,Pan Blanco BIMBO Artesano 500g,3,"$1.283,98"
03/03/2022,Pan Integral Fuente De Fibr BIMBO Bsa 350 Grm,3,"$982,82"
03/03/2022,Manteca Multivitaminas La Serenísima 200gr,8,"$2.422,80"
03/03/2022,Huevo Color Grande El Ombu Cja 12 Uni,3,"$42,67"
03/03/2022,Jugo CEPITA DEL VALLE Multifruta 200 Ml,12,"$477,25"
03/03/2022,Harina Leudante Ultra Refinada 0% Sodio PUREZA 1 Kg,3,"$225,12"
03/03/2022,Harina 0000 Ultra Refinada Pureza Paq 1 Kgm,5,"$185,09"
03/03/2022,Mermelada Sabor Frutilla La Campagnola Fra 454 Grm,3,"$1.408,59"
03/03/2022,Comino Molido La Parmesana Sobre 50 Gr,2,"$325,42"
03/03/2022,Tap.Empanada LA SALTEÑA Bli 605 Grm,2,"$592,77"
03/03/2022,Empanadas Freir X 15,1,"$705,09"
03/03/2022,Queso Untable Clásico Finlandia Pot 180 Grm,2,"$2.432,50"
03/03/2022,Gall.Dulces Chocolat Chocolinas Paq 250 Grm,3,"$707,96"
03/03/2022,Crema Leche P/Cocinar La Serenisi Ttb 330 Ml,5,"$1.557,57"
03/03/2022,Rollo Cocina Mega 100 Paños Campanita Paq 3 Rol,3,"$47,28"
03/03/2022,Yogur Cremix Entero Vainilla YOGURISIMO 120gr,8,"$1.392,50"
03/03/2022,Postre Dulce De Leche DANETTE 95gr,5,"$1.735,78"
03/03/2022,Patitas Pollo . Granja Del . 1100 Grm,2,"$2.240,90"
03/03/2022,Nuggets Crocantes Granja Del Paq 900 Grm,2,"$2.362,77"
03/03/2022,Queso Crema Clásico Entero CASANCREM 480gr,1,"$1.546,87"
03/03/2022,Queso Blanco Clásico Light CASANCREM 480gr,1,"$1.546,87"
03/03/2022,Agua Mineral Natural De Manantial Villavicencio 2 L,24,"$97,55"
03/03/2022,Salsa Filetto La Campagnola Pou 340 Grm,3,"$473,67"
03/03/2022,Crema De Avellanas C/Cacao Nutella Pot 350 Grm,1,"$2.602,82"
03/03/2022,Pan Rapiditas BIMBO Paq 275 Grm,2,"$1.254,50"
03/03/2022,Mayonesa HELLMANNS Clásica Doypack 237 G,1,"$383,54"
03/03/2022,Choclo Enteros BONDUELLE Lata 300 Gr,2,"$3.483,89"
03/03/2022,Choclo Entero Ciudad Del Lago 300 Gr,4,"$727,96"
03/03/2022,Telas KLARO Aerosol 360 CC,2,"$663,86"
03/03/2022,Lavandina En Gel AYUDÍN Original 450 Ml,2,"$444,42"
03/03/2022,Rollo Papel Aluminio SEPARATA 5 Metros Paquete 1 Unidad,3,"$95,10"
03/03/2022,Bolsas De Polietileno TRASH 45 X 60 Cm 30 U. Multiuso,2,"$18,57"
03/03/2022,Espagueti LUCCHETTI Paquete 500 Gr,2,"$320,96"
03/03/2022,Aceite Oliva Extra Virgen S Cocinero Bot 500 Ml,2,"$2.470,38"
03/03/2022,Servilletas ELITE 30x30 Paquete 70 Unidades,2,"$1,15"
03/03/2022,Cereal Almohaditas Rellenas Sabor Avellana Snuks Cja 240 Grm,1,"$2.174,95"
03/03/2022,Cereal Kelloggs Zucaritas Est 730 Grm,1,"$1.416,42"
03/03/2022,Cereal Zucarita Dulce De Leche Kelloggs Cja 480 Grm,1,"$1.854,14"
17/02/2022,Patitas Pollo . Granja Del . 1100 Grm,3,"$2.240,90"
17/02/2022,Harina 0000 Ultra Refinada Pureza Paq 1 Kgm,3,"$185,09"
17/02/2022,Leche Parcialmente Descremada Liviana LA SERENISIMA Larga Vida 1l,5,"$317,30"
17/02/2022,Bolsas De Residuos TASK 45 X 60 Cm 20 U. Pequeña Multiuso,3,"$19,60"
17/02/2022,Bolsas De Residuos TRASH 80 X 110 Cm 10 U. Multiuso,3,"$114,66"
17/02/2022,Secador La Gauchita Secamax 40 Cm,1,"$656,99"
17/02/2022,Agua Mineral Natural De Manantial Villavicencio 2 L,24,"$97,55"
17/02/2022,Papas Tradicional Mc Cain Bsa 720 Grm,3,"$716,45"
17/02/2022,Café Instantáneo Cortado NESCAFE Pou 125 Grm,1,"$2.306,80"
17/02/2022,Huevo Color Grande El Ombu Cja 12 Uni,3,"$42,67"
17/02/2022,Vanish Quitamanchas Líquido Rosa Repuesto 650ml,2,"$575,98"
17/02/2022,Levadura Seca CALSA Mi Pan 10 Gr,5,"$495,00"
17/02/2022,Cereal Kelloggs Zucaritas Paq 510 Grm,2,"$1.588,21"
17/02/2022,"Guante Go! Classic - Talle ""M""",2,"$757,09"
17/02/2022,Desinfectante De Ambientes Y Elimina Olores LYSOFORM Original En Aerosol 360ml,4,"$616,63"
17/02/2022,Lustramuebles BLEM Brillo Y Protección Madera Original Aerosol 360cc,3,"$1.543,86"
17/02/2022,Mayonesa HELLMANNS Clásica Doypack 475 G,1,"$325,05"
17/02/2022,Postre Danette Chocolate 95 Gr,10,"$851,05"
17/02/2022,Leche Parcialmente Descremada Liviana LA SERENISIMA Botella Larga Vida 1l,5,"$328,20"
17/02/2022,Leche Multidefensas 2% LA SERENISIMA Sachet 1l,4,"$267,25"
17/02/2022,Jugo CEPITA DEL VALLE Multifruta 200 Ml,12,"$477,25"
17/02/2022,Limon Comercia Xkg,3.0,"$329,00"
17/02/2022,Rejilla Bar Valena Bsa 1 Uni,1,"$243,29"
17/02/2022,Rejilla #104dobl Valena X 1 Uni,1,"$208,99"
17/02/2022,Rejilla Valena Para Coche Super 1 Uni,1,"$258,89"
17/02/2022,Paño De Cocina Ecol Mister Trap Paq 1 Uni,1,"$308,99"
17/02/2022,P.Higienico Hoja Simple X6 Elite Paq 18 M2,3,"$26,64"
17/02/2022,Franela 50x60 Valena,3,"$379,00"
08/02/2022,Rebozador P/Horno Mama Cocina Paq 1 Kgm,6,"$419,11"
08/02/2022,Pan Rapiditas BIMBO Paq 275 Grm,3,"$1.254,50"
08/02/2022,Pan Rapiditas Ligh Bimbo Paq 275 Grm,3,"$1.254,50"
08/02/2022,Levadura Fresca CALSA 50 Gr X 2 Unidades,6,"$959,00"
08/02/2022,Sal Gruesa . Dos Ancla Est 1 Kgm,4,"$128,70"
08/02/2022,Limpiador De Cocina MR. MÚSCULO Líquido Antigrasa Repuesto 900ml,3,"$208,87"
08/02/2022,Mayonesa HELLMANNS Clásica Doypack 475 G,3,"$325,05"
08/02/2022,Choclo Blanco Ciudad Del Lago Cremoso Lata 350 Gr,6,"$172,82"
08/02/2022,Pan Blanco BIMBO Artesano 500g,3,"$1.283,98"
08/02/2022,Pan Integral Fuente De Fibr BIMBO Bsa 350 Grm,2,"$982,82"
08/02/2022,Sal Fina . Dos Anclas Paq 500 Grm,3,"$235,78"
08/02/2022,Queso Cheddar Feteado ADLER 8un 144gr.,3,"$4.062,50"
08/02/2022,Caldo Verduras Maggi X12 Unidades,1,"$948,68"
08/02/2022,Oregano DOS ANCLAS Molido Sobre 25 Gr,1,"$359,16"
08/02/2022,Polvo Para Hornear ROYAL Frasco 100 Gr,1,"$1.650,10"
08/02/2022,Mostaza SAVORA Original 500 G,3,"$555,80"
08/02/2022,Queso Untable Clásico FINLANDIA Pot 290 Grm,1,"$2.259,13"
08/02/2022,Queso Unt Light . FINLANDIA Pot 290 Grm,1,"$2.259,13"
08/02/2022,Jamon Cocido Feteado Bocatti Bli 130 Grm,4,"$5.346,15"
08/02/2022,Choc.P/Taza Familiar Aguila Tab 225 Grm,3,"$2.935,51"
08/02/2022,Crema Leche P/Cocinar La Serenisi Ttb 330 Ml,2,"$1.557,57"
08/02/2022,Pan De Hamburguesa BIMBO Artesano 4u 240 Grm,3,"$1.429,12"
08/02/2022,Aceite Oliva Virgen COCINERO Botella 500 Ml,3,"$822,10"
08/02/2022,Agua Mineral Natural De Manantial Villavicencio 2 L,18,"$97,55"
